utterance_id,movie_title,language,sex,age,race,covered_face,multiple_faces,aggregated_emotions,transcript,movie_type,duration,split
62mxg63aeg_58,"""THE CURE FOR THE TROUBLED HEART"" JOHN 13:36-14:6",EN,male,adult,white,no,no,surprise,I don't know where you're going and how can we know the way,speech,00:00:03.00,train
62mxg63aeg_59,"""THE CURE FOR THE TROUBLED HEART"" JOHN 13:36-14:6",EN,male,adult,white,no,no,surprise,Come on seriously but here's what it's done to us,speech,00:00:04.00,train
62mxg63aeg_60,"""THE CURE FOR THE TROUBLED HEART"" JOHN 13:36-14:6",EN,male,adult,white,no,no,anger|surprise,You only got hot sauce are you kidding me,speech,00:00:03.13,train
62mxg63aeg_61,"""THE CURE FOR THE TROUBLED HEART"" JOHN 13:36-14:6",EN,male,adult,white,no,no,anger,I thought that's narrow that's not enough choices give me another choice,speech,00:00:05.73,train
62mxg63aeg_9,"""THE CURE FOR THE TROUBLED HEART"" JOHN 13:36-14:6",EN,male,adult,white,no,no,happiness,91.4% of their worries actually never happened,speech,00:00:05.00,train
65yy6xvwj0_0,The Record- President Obama on Social Progress and Equality,EN,male,adult,black,no,no,sadness,And the stunted circumstances that rob too many boys of the chance to become men and robbed the nation of too many men who could be good dads and good workers and good neighbors,speech,00:00:12.01,valid
65yy6xvwj0_1,The Record- President Obama on Social Progress and Equality,EN,male,adult,black,no,no,anger,"And if we really mean it, if we're not just giving lip service to it, but if we really mean it and are willing to sacrifice for it",speech,00:00:07.00,train
67snjymnrt_0,Interview: Boris Kodjoe,EN,female,adult,asian,no,no,happiness,Talk about the lifetime original thriller movie safe,interview,00:00:04.00,train
67snjymnrt_3,Interview: Boris Kodjoe,EN,male,adult,black,no,no,neutral,Started acting because i try to speak better english,interview,00:00:03.90,train
67snjymnrt_4,Interview: Boris Kodjoe,EN,male,adult,black,no,no,neutral,English is not my first language and i came from from germany and and,interview,00:00:05.00,train
67snjymnrt_7,Interview: Boris Kodjoe,EN,male,adult,black,no,no,happiness,That's probably wikipedia,interview,00:00:01.73,train
67snjymnrt_8,Interview: Boris Kodjoe,EN,male,adult,black,no,no,neutral,I'm doing a movie in germany this summer so i get to act and speak my own language and and think in my own language,interview,00:00:08.50,train
6cq0qdzwwy_0,List to Launch 2023,EN,male,adult,white,no,no,neutral,"Hello everyone, my name is callum and i'm one of the residential sales consultants at haart.",news,00:00:03.73,valid
6cq0qdzwwy_2,List to Launch 2023,EN,male,adult,white,no,no,neutral,"The fact that people will sit there and start the year and decide they want a new start, a new home, a bigger home, just to make a big change in their life.",news,00:00:09.00,train
6cq0qdzwwy_3,List to Launch 2023,EN,male,adult,white,no,no,neutral,"So, we look forward to hearing from you",news,00:00:02.56,valid
6gfspl76dq_2,Interview: Pentatonix,EN,female,adult,hispanic,no,no,happiness,"Out of time, so thank you so much to all of you for being on the show today.",interview,00:00:04.00,train
6if2qrnihe_0,02-03-2010 - Press Briefing by Deputy Press Secretary Bill Burton,EN,male,adult,other,no,no,happiness,Good afternoon,debate,00:00:03.00,train
6if2qrnihe_1,02-03-2010 - Press Briefing by Deputy Press Secretary Bill Burton,EN,male,adult,other,no,no,happiness,Thank you all for coming,debate,00:00:02.00,train
6if2qrnihe_2,02-03-2010 - Press Briefing by Deputy Press Secretary Bill Burton,EN,male,adult,other,no,no,happiness,Let's everybody calm down for a second,debate,00:00:03.00,train
6if2qrnihe_3,02-03-2010 - Press Briefing by Deputy Press Secretary Bill Burton,EN,male,adult,other,no,no,happiness,"You know it's part of my job, frankly",debate,00:00:01.90,train
6if2qrnihe_4,02-03-2010 - Press Briefing by Deputy Press Secretary Bill Burton,EN,male,adult,other,no,no,neutral,So i think that some of those things will certainly be on the agenda,debate,00:00:03.40,train
6if2qrnihe_5,02-03-2010 - Press Briefing by Deputy Press Secretary Bill Burton,EN,male,adult,other,no,no,happiness,Well in fairness we did tell him we were comming,debate,00:00:05.00,valid
6j3t2pwc5r_0,Sweat The Small Stuff,EN,male,adult,other,no,no,happiness,The chick with 1980s jeans i saw and that's that's that's that's the first day i saw katherine and,interview,00:00:06.84,train
6j3t2pwc5r_2,Sweat The Small Stuff,EN,female,adult,white,no,no,happiness,But he still says of the 1980s genius.,interview,00:00:03.00,train
6j3t2pwc5r_3,Sweat The Small Stuff,EN,female,adult,white,no,no,sadness,"I feel guilty, it's a feeling of guilt that you've brought this horrible disease into your family because cancer doesn't just affect the person that's got it, it affects the whole family.",interview,00:00:11.94,train
6j3t2pwc5r_4,Sweat The Small Stuff,EN,female,adult,white,no,no,sadness,But there's a moment mum there's a massive feeling to protect your children,interview,00:00:06.00,train
6j3t2pwc5r_5,Sweat The Small Stuff,EN,male,adult,other,no,no,happiness,"Oh that's a good thing so continue to tiktok catherine, don't stop talking because when you stop talking there's something wrong with you",interview,00:00:09.00,test
6p5d909kt5_0,Trump Kneecaps the U.S. Postal Service to Blatantly SABOTAGE Mail-In Voting,EN,male,adult,white,no,no,anger,Our country condemns other regimes with leaders who postpone elections just a day after donald trump.,vlog,00:00:07.00,test
6p5d909kt5_1,Trump Kneecaps the U.S. Postal Service to Blatantly SABOTAGE Mail-In Voting,EN,male,adult,white,no,no,disgust,Just the day after donald trump made this tweet his own,vlog,00:00:02.56,train
6p5d909kt5_2,Trump Kneecaps the U.S. Postal Service to Blatantly SABOTAGE Mail-In Voting,EN,male,adult,white,no,no,neutral,It's insane. so the state,vlog,00:00:02.00,train
6p5d909kt5_3,Trump Kneecaps the U.S. Postal Service to Blatantly SABOTAGE Mail-In Voting,EN,male,adult,white,no,no,neutral,Again that is worried about democracy,vlog,00:00:03.00,train
6p5d909kt5_4,Trump Kneecaps the U.S. Postal Service to Blatantly SABOTAGE Mail-In Voting,EN,male,adult,white,no,no,neutral,A coup attempt but,vlog,00:00:01.73,train
6pl8hwhvsg_0,"Louisville, Kentucky Police Officers Charged With Federal Crimes Related To Death Of Breonna Taylor",EN,male,adult,white,no,no,neutral,Alleged crimes include civil rights offenses unlawful conspiracies unconstitutional use of force and obstruction offenses the ford,debate,00:00:09.10,train
6pl8hwhvsg_1,"Louisville, Kentucky Police Officers Charged With Federal Crimes Related To Death Of Breonna Taylor",EN,male,adult,white,no,no,neutral,Fifth search warrant was for brianna taylor's home which was approximately ten miles away from the west end,debate,00:00:07.00,train
6pl8hwhvsg_2,"Louisville, Kentucky Police Officers Charged With Federal Crimes Related To Death Of Breonna Taylor",EN,male,adult,white,no,no,neutral,Two officers immediately fired a total of twenty two shots into the apartment. one of those shots hit miss taylor in the chest and killed her,debate,00:00:10.00,test
6pl8hwhvsg_3,"Louisville, Kentucky Police Officers Charged With Federal Crimes Related To Death Of Breonna Taylor",EN,male,adult,white,no,no,neutral,"Alleged that they conspired to mislead federal, state and local authorities who were investigating the incident",debate,00:00:06.93,train
6pl8hwhvsg_4,"Louisville, Kentucky Police Officers Charged With Federal Crimes Related To Death Of Breonna Taylor",EN,male,adult,white,no,no,sadness,"We share, but we can not fully imagine, the grief felt by breonna taylor's loved ones and all of those affected by the events of march 13th 2020",debate,00:00:13.00,train
6pl8hwhvsg_5,"Louisville, Kentucky Police Officers Charged With Federal Crimes Related To Death Of Breonna Taylor",EN,female,adult,black,no,no,neutral,Amendment of the constitution ensures that people are subject to searches only when there is probable cause supporting a search warrant,debate,00:00:10.00,test
6pl8hwhvsg_6,"Louisville, Kentucky Police Officers Charged With Federal Crimes Related To Death Of Breonna Taylor",EN,female,adult,black,no,no,neutral,"Attorney general garland often underscores that at the justice department we're to follow the facts and the law and today, after the full and comprehensive investigation, the facts and the law have brought us here ",debate,00:00:14.00,train
6pl8hwhvsg_7,"Louisville, Kentucky Police Officers Charged With Federal Crimes Related To Death Of Breonna Taylor",EN,male,adult,white,no,no,happiness,You know i was counting,debate,00:00:01.73,valid
6sh6n76vxv_0,"eti.werkstatt - Grundlagen ""Schauspiel vor der Kamera"" 2019",EN,female,adult,white,no,no,sadness,I was walking down the stairs,movie,00:00:03.00,train
6sh6n76vxv_1,"eti.werkstatt - Grundlagen ""Schauspiel vor der Kamera"" 2019",EN,female,adult,white,no,no,sadness,Just like that i just,movie,00:00:03.00,train
6u64l1jwfx_0,"Zineb El Rhazoui, ""Destroying Islamic Fascism",EN,female,adult,other,no,no,happiness,"Guessing by that she just really loves islam and i think that's what she'll be talking about now, so",speech,00:00:05.00,train
6u64l1jwfx_10,"Zineb El Rhazoui, ""Destroying Islamic Fascism",EN,female,adult,white,no,no,disgust,Because some of them see in the islamists or in the muslims or i don't know how to... the notion are the notions are very confused,speech,00:00:09.24,train
6u64l1jwfx_11,"Zineb El Rhazoui, ""Destroying Islamic Fascism",EN,female,adult,white,no,no,anger,There is nothing nothing that can be used to say that women are equal to men inside islam.,speech,00:00:09.07,test
6u64l1jwfx_2,"Zineb El Rhazoui, ""Destroying Islamic Fascism",EN,female,adult,white,no,no,neutral,Decided to organize a public in ramadan,speech,00:00:03.83,train
6u64l1jwfx_3,"Zineb El Rhazoui, ""Destroying Islamic Fascism",EN,female,adult,white,no,no,anger,Of course this is something that that is unbearable for for for those who were listening in the arab world,speech,00:00:08.00,valid
6u64l1jwfx_4,"Zineb El Rhazoui, ""Destroying Islamic Fascism",EN,female,adult,white,no,no,disgust,"Used to that, the things, very simple things like we will we will kill you",speech,00:00:04.83,train
6u64l1jwfx_6,"Zineb El Rhazoui, ""Destroying Islamic Fascism",EN,female,adult,white,no,no,neutral,And the second one was,speech,00:00:02.23,test
6u64l1jwfx_9,"Zineb El Rhazoui, ""Destroying Islamic Fascism",EN,female,adult,white,no,no,neutral,"My book is a very brief book with five chapters, i can tell you the the titles of the chapters now, the first.",speech,00:00:09.00,train
6widxm2r03_0,Marriage Equality in New York- Interview with Lt. Dan Choi,EN,male,adult,asian,no,no,happiness,I was a bridesmaid today,interview,00:00:01.83,test
6widxm2r03_3,Marriage Equality in New York- Interview with Lt. Dan Choi,EN,male,adult,asian,no,no,happiness,We're not all forcing anybody to get married here you know,interview,00:00:03.33,train
6widxm2r03_5,Marriage Equality in New York- Interview with Lt. Dan Choi,EN,male,adult,asian,no,no,happiness,They went to a gay bar with me we want to know is this that exciting is it actually that exciting it was exciting for me because a lot of people were funny learning what it means to get,interview,00:00:13.51,train
6xagkbin2l_0,Kamala Harris speaks about environmental justice - June 202,EN,female,adult,other,no,no,happiness,You know i started and environmental justice unit of the san francisco da's office back when i was elected i was elected in 2003,interview,00:00:08.57,test
6xagkbin2l_2,Kamala Harris speaks about environmental justice - June 202,EN,female,adult,other,no,no,sadness,Racism has fueled as we know deadly policies and and that relates to everything from policing to to housing to the environment,interview,00:00:09.50,test
6xiy2c7e6x_0,Kate Smurthwaite Art as Resistance,EN,female,adult,white,no,no,neutral,I've written a bit to the bbc i've actually,interview,00:00:02.84,valid
6xiy2c7e6x_1,Kate Smurthwaite Art as Resistance,EN,female,adult,white,no,no,happiness,She would interestingly ehm i was sense that only,interview,00:00:02.52,train
6xiy2c7e6x_11,Kate Smurthwaite Art as Resistance,EN,female,adult,white,no,no,neutral,And it's really interesting when we look at it in that context that it is really powerful,interview,00:00:05.00,valid
6xiy2c7e6x_12,Kate Smurthwaite Art as Resistance,EN,female,adult,white,no,no,neutral,Well they're trying to say the fool don't tell the wrong joke,interview,00:00:03.00,test
6xiy2c7e6x_15,Kate Smurthwaite Art as Resistance,EN,female,adult,white,no,no,anger|disgust,About five years ago and said that i disagreed with or i didn't like a joke,interview,00:00:03.96,train
6xiy2c7e6x_16,Kate Smurthwaite Art as Resistance,EN,female,adult,white,no,no,disgust,Some famous women are ugly and i was like,interview,00:00:03.00,test
6xiy2c7e6x_17,Kate Smurthwaite Art as Resistance,EN,female,adult,white,no,no,anger|disgust,Well that's lazy and it's you know and it's pointless and you know women get so much more shit than guys ,interview,00:00:05.84,train
6xiy2c7e6x_18,Kate Smurthwaite Art as Resistance,EN,female,adult,white,no,no,happiness,And i received thousands of messages going what about his free speech and i was like what about mine,interview,00:00:06.72,train
6xiy2c7e6x_19,Kate Smurthwaite Art as Resistance,EN,female,adult,white,no,no,happiness,To say that i disagree with it,interview,00:00:01.80,train
6xiy2c7e6x_2,Kate Smurthwaite Art as Resistance,EN,female,adult,white,no,no,happiness|surprise,Um,interview,00:00:02.00,test
6xiy2c7e6x_20,Kate Smurthwaite Art as Resistance,EN,female,adult,white,no,no,neutral,And perhaps my sort of biggest claim to be on this panel is,interview,00:00:04.84,train
6xiy2c7e6x_21,Kate Smurthwaite Art as Resistance,EN,female,adult,white,no,no,anger,And then they canceled it because i have the wrong opinion,interview,00:00:03.00,train
6xiy2c7e6x_23,Kate Smurthwaite Art as Resistance,EN,female,adult,white,no,no,happiness,We managed to go back there and we managed to sabotage that as well three times no less,interview,00:00:05.00,test
6xiy2c7e6x_24,Kate Smurthwaite Art as Resistance,EN,female,adult,white,no,no,happiness,And that miriam was finally speaking there,interview,00:00:03.28,train
6xiy2c7e6x_25,Kate Smurthwaite Art as Resistance,EN,female,adult,white,no,no,anger,This kind of stuff i know i think they were idiots,interview,00:00:02.00,train
6xiy2c7e6x_27,Kate Smurthwaite Art as Resistance,EN,female,adult,white,no,no,happiness,People are wrong but it's that that we should also remember that it's,interview,00:00:03.00,train
6xiy2c7e6x_29,Kate Smurthwaite Art as Resistance,EN,female,adult,white,no,no,neutral,Goldsmiths than it is by a huge swathe of people out there on,interview,00:00:07.00,train
6xiy2c7e6x_31,Kate Smurthwaite Art as Resistance,EN,female,adult,white,no,no,neutral,Caroline criado-perez the feminist campaigner who's,interview,00:00:02.80,test
6xiy2c7e6x_32,Kate Smurthwaite Art as Resistance,EN,female,adult,white,no,no,happiness,Ans she said something fascinating,interview,00:00:02.32,train
6xiy2c7e6x_34,Kate Smurthwaite Art as Resistance,EN,female,adult,white,no,no,neutral,Subject that we need to have concrets we need talk,interview,00:00:02.00,train
6xiy2c7e6x_8,Kate Smurthwaite Art as Resistance,EN,female,adult,white,no,no,neutral,Half of the group were then exposed to some inverted comments,interview,00:00:03.00,train
6zp1uvjjza_0,"Mildred Dresselhaus - National Medal of Science, 1990",EN,female,elderly,white,no,no,happiness,Just at the right time for me.,interview,00:00:02.10,train
6zp1uvjjza_1,"Mildred Dresselhaus - National Medal of Science, 1990",EN,female,elderly,white,no,no,happiness,I have materials so just,interview,00:00:02.00,test
6zp1uvjjza_2,"Mildred Dresselhaus - National Medal of Science, 1990",EN,female,elderly,white,no,no,happiness,Aha moments come at least once a week,interview,00:00:03.33,test
6zp1uvjjza_3,"Mildred Dresselhaus - National Medal of Science, 1990",EN,female,elderly,white,no,no,happiness,Did you really find this let me look at your data,interview,00:00:03.63,train
6zp1uvjjza_4,"Mildred Dresselhaus - National Medal of Science, 1990",EN,female,elderly,white,no,no,happiness,I see is a smiling face is vannevar bush,interview,00:00:04.00,train
6zp1uvjjza_5,"Mildred Dresselhaus - National Medal of Science, 1990",EN,female,elderly,white,no,no,happiness,And i've been working in that building for over 40 years now,interview,00:00:05.03,train
6zp1uvjjza_6,"Mildred Dresselhaus - National Medal of Science, 1990",EN,female,elderly,white,no,no,neutral,Combination of of science technology and putting it to some practical use that people care about,interview,00:00:08.00,train
6zp1uvjjza_7,"Mildred Dresselhaus - National Medal of Science, 1990",EN,female,elderly,white,no,no,happiness,Way that's that's kind of unique i,interview,00:00:05.00,valid
70opw91pei_0,Interview: Jack McBrayer,EN,female,adult,asian,no,no,happiness,"No, just joking, i'm not really going to sing, obviously i'm in a spectacular mood because i'm very excited about today's show.",interview,00:00:07.24,train
70opw91pei_1,Interview: Jack McBrayer,EN,female,adult,asian,no,no,happiness,You may have seen him in films like okay serena take it back because these are like through my face,interview,00:00:06.00,train
70opw91pei_11,Interview: Jack McBrayer,EN,female,adult,asian,no,no,happiness,And hallo jack is such a great show,interview,00:00:02.00,train
70opw91pei_2,Interview: Jack McBrayer,EN,female,adult,asian,no,no,happiness,He was in talladega nights he was in walk hard and forgetting sarah marshall ,interview,00:00:08.90,valid
70opw91pei_3,Interview: Jack McBrayer,EN,female,adult,asian,no,no,happiness,Definitely don't want to miss,interview,00:00:01.43,train
70opw91pei_4,Interview: Jack McBrayer,EN,female,adult,asian,no,no,happiness,Bojack the kind of show i like to welcome,interview,00:00:03.00,train
70opw91pei_5,Interview: Jack McBrayer,EN,male,adult,white,no,no,happiness,Hello thank you for having me,interview,00:00:02.00,valid
70opw91pei_6,Interview: Jack McBrayer,EN,male,adult,white,no,no,happiness,Remind grown-ups about it too,interview,00:00:02.00,test
70opw91pei_8,Interview: Jack McBrayer,EN,female,adult,asian,no,no,happiness,And did it turn out the way that you imagined it,interview,00:00:03.57,test
78o0rx6dwc_10,Scottish Government Debate- Solidarity with Ukraine - 24 February 2022,EN,male,adult,white,no,no,neutral,"A number of members have quite rightly stressed the long-standing connections between scotland and ukraine, the thousands who have come to this country over previous centuries",debate,00:00:13.24,train
78o0rx6dwc_12,Scottish Government Debate- Solidarity with Ukraine - 24 February 2022,EN,male,adult,white,no,no,anger,Why then is that is the position of the scottish government do we need to have these emergency powers in the hands of ministers for a further six months,debate,00:00:08.00,test
78o0rx6dwc_15,Scottish Government Debate- Solidarity with Ukraine - 24 February 2022,EN,male,adult,white,no,no,anger,We thought we were in a stable and benign position to an acutely difficult position any very short space and time,debate,00:00:08.08,train
7e1fl3tm1k_11,Interview- Chloe Grace Moretz (Greta),EN,female,adult,white,no,no,happiness,Explain and talk through my feelings and what's going on and help you know try and alleviate that teenage angst,interview,00:00:08.14,valid
7e1fl3tm1k_12,Interview- Chloe Grace Moretz (Greta),EN,female,adult,white,no,no,happiness,I i definitely enjoy being able to to to have that you know defense on my side,interview,00:00:09.00,train
7e1fl3tm1k_15,Interview- Chloe Grace Moretz (Greta),EN,female,adult,white,no,no,happiness,Definitely taking it back and incredibly happy with it,interview,00:00:04.13,train
7e1fl3tm1k_3,Interview- Chloe Grace Moretz (Greta),EN,female,adult,white,no,no,anger|fear,Don't you dare talk to me about,interview,00:00:01.56,train
7e1fl3tm1k_8,Interview- Chloe Grace Moretz (Greta),EN,female,adult,asian,no,no,happiness,Her drama beretta,interview,00:00:02.00,train
7ia8cbrxka_0,India's Human Spaceflight Program - TMRO,EN,male,adult,white,no,no,happiness,Hello citizens of tomorrow today i wanted to talk about india's space program especially their ambitions for humans,vlog,00:00:07.00,train
7ia8cbrxka_1,India's Human Spaceflight Program - TMRO,EN,male,adult,white,no,no,neutral,First satellite was launched by the soviet union on april 19th of 1975 but their first satellite that they launched on their own rocket was actually launched on july 18th of 1980,vlog,00:00:11.24,train
7ia8cbrxka_10,India's Human Spaceflight Program - TMRO,EN,male,adult,white,no,no,happiness,We very very much would appreciate any help that you can give us to make these facepods.,vlog,00:00:05.03,train
7ia8cbrxka_11,India's Human Spaceflight Program - TMRO,EN,male,adult,white,no,no,happiness,Very much for watching this video my name is michael clark,vlog,00:00:03.00,train
7ia8cbrxka_12,India's Human Spaceflight Program - TMRO,EN,male,adult,white,no,no,happiness,So i would appreciate suggestions thank you very much again,vlog,00:00:03.70,test
7ia8cbrxka_2,India's Human Spaceflight Program - TMRO,EN,male,adult,white,no,no,neutral,The next rocket that india developed in the early 90s is called the polar satellite launch.,vlog,00:00:04.67,train
7ia8cbrxka_4,India's Human Spaceflight Program - TMRO,EN,male,adult,white,no,no,surprise,India lagged behind in developing this technology so the first versions of the geostationary satellite launch vehicle actually used russian cryogenic upper stages for that rocket,vlog,00:00:11.01,train
7ia8cbrxka_5,India's Human Spaceflight Program - TMRO,EN,male,adult,white,no,no,happiness,Success was actually on january 5th of 2014,vlog,00:00:03.90,train
7ia8cbrxka_6,India's Human Spaceflight Program - TMRO,EN,male,adult,white,no,no,happiness,It is that rocket which is going to enable their human spaceflight program,vlog,00:00:04.00,test
7ia8cbrxka_7,India's Human Spaceflight Program - TMRO,EN,male,adult,white,no,no,happiness,"The geosynchronous satellite launched vehicle mark 2, well and technically mark 1 too.",vlog,00:00:05.00,test
7iipmzukdo_0,Interview: Debbie Gibson,EN,female,adult,white,no,no,happiness,Thank you great to be here,interview,00:00:01.60,train
7iipmzukdo_10,Interview: Debbie Gibson,EN,female,adult,white,no,no,happiness,Women as influences like bette midler and barbra streisand and liza minnelli,interview,00:00:03.63,train
7iipmzukdo_11,Interview: Debbie Gibson,EN,female,adult,white,no,no,happiness|surprise,Think you know my sisters were listening to like foreigner and yes,interview,00:00:04.00,valid
7iipmzukdo_13,Interview: Debbie Gibson,EN,female,adult,white,no,no,happiness,Well i love that land on your desk,interview,00:00:01.83,train
7iipmzukdo_14,Interview: Debbie Gibson,EN,female,adult,white,no,no,happiness,I literally was like i'm going to take a vacation after the tour through the amazing haven't been on a,interview,00:00:05.17,train
7iipmzukdo_15,Interview: Debbie Gibson,EN,female,adult,white,no,no,happiness,And you know but no this is way better ,interview,00:00:01.86,valid
7iipmzukdo_16,Interview: Debbie Gibson,EN,female,adult,white,no,no,happiness,People what a concept i wanted to be a part of it,interview,00:00:02.66,train
7iipmzukdo_19,Interview: Debbie Gibson,EN,female,adult,white,no,no,happiness,I'm very very excited for everybody to tune in and follow the journey of all these artists they're incredible,interview,00:00:05.93,train
7iipmzukdo_2,Interview: Debbie Gibson,EN,female,adult,white,no,no,happiness,I was with you i was like a part of your life and so,interview,00:00:03.47,train
7iipmzukdo_3,Interview: Debbie Gibson,EN,female,adult,white,no,no,happiness|surprise,Oh my god my 13 year old self would be freaking out or it never.,interview,00:00:03.00,train
7iipmzukdo_4,Interview: Debbie Gibson,EN,female,adult,white,no,no,happiness,It's really magical,interview,00:00:02.00,valid
7iipmzukdo_6,Interview: Debbie Gibson,EN,female,adult,white,no,no,disgust|happiness,"I did i kind of was like oh, what's that those are grown-ups, ew, i don't want to be at that party",interview,00:00:04.40,train
7iipmzukdo_7,Interview: Debbie Gibson,EN,female,adult,white,no,no,fear|surprise,I was lik i'm not ready to grow up yet and so,interview,00:00:03.00,train
7iipmzukdo_8,Interview: Debbie Gibson,EN,female,adult,white,no,no,happiness,I've loved showbiz my whole life i love the people in it who run it and,interview,00:00:05.00,test
7iro04tqt8_0,Wrath and the Meek Peacemaker,EN,male,adult,white,no,no,neutral,We've been on a series of the beatitudes and we are comparing the beatitudes found in the sermon on the mount with the seven deadly sins,speech,00:00:10.01,train
7iro04tqt8_1,Wrath and the Meek Peacemaker,EN,male,adult,white,no,no,happiness,"And that's gonna save you from nuclear fallout, it is gonna keep you alive because just get under this desk, these are magic desks",speech,00:00:08.34,train
7iro04tqt8_10,Wrath and the Meek Peacemaker,EN,male,adult,white,no,no,surprise,It's not just some wishful thinking peace is reality for those who possess it in jesus christ,speech,00:00:08.00,valid
7iro04tqt8_11,Wrath and the Meek Peacemaker,EN,male,adult,white,no,no,happiness,It starts with you,speech,00:00:03.00,train
7iro04tqt8_12,Wrath and the Meek Peacemaker,EN,male,adult,white,no,no,neutral, lord make us an instrument of your peace,speech,00:00:06.00,train
7iro04tqt8_2,Wrath and the Meek Peacemaker,EN,male,adult,white,no,no,sadness,You know that same threat of devastation still exists today,speech,00:00:05.07,train
7iro04tqt8_3,Wrath and the Meek Peacemaker,EN,male,adult,white,no,no,sadness,I'm sorry that some of you have experienced that already,speech,00:00:04.00,valid
7iro04tqt8_6,Wrath and the Meek Peacemaker,EN,male,adult,white,no,no,neutral,God is the god of peace,speech,00:00:03.00,train
7iro04tqt8_7,Wrath and the Meek Peacemaker,EN,male,adult,white,no,no,neutral,Hopefully we'll get an answer.,speech,00:00:02.63,valid
7iro04tqt8_9,Wrath and the Meek Peacemaker,EN,male,adult,white,no,no,happiness,Previous political party,speech,00:00:05.00,train
7jks8gjux4_0,Interview: Debbie Reynolds,EN,female,adult,white,no,no,happiness,That's right,interview,00:00:00.76,test
7jks8gjux4_1,Interview: Debbie Reynolds,EN,female,adult,white,no,no,happiness,"Thank you, happy to be here.",interview,00:00:01.66,train
7jks8gjux4_2,Interview: Debbie Reynolds,EN,female,adult,white,no,no,happiness,"And then singing in the rain, so there you have it.",interview,00:00:03.53,train
7jks8gjux4_3,Interview: Debbie Reynolds,EN,female,adult,white,no,no,happiness,So now when i look at it i'm really proud of the job that that little girl did.,interview,00:00:04.57,train
7jks8gjux4_6,Interview: Debbie Reynolds,EN,female,adult,white,no,no,happiness,In those days i think that would be best that i that did i did play those kind of parts,interview,00:00:05.00,train
7jks8gjux4_7,Interview: Debbie Reynolds,EN,female,adult,white,no,no,neutral,Love what you do love yourself,interview,00:00:02.00,train
7jks8gjux4_8,Interview: Debbie Reynolds,EN,female,adult,white,no,no,happiness,Thank you very much,interview,00:00:01.40,train
7s0el6ioho_0,José Aguto | Citizens' Climate Lobby | January 2022 Monthly Meeting,EN,female,adult,white,no,no,happiness,Hey everybody i'm madeleine para and i'm your incoming executive director,interview,00:00:05.00,test
7s0el6ioho_1,José Aguto | Citizens' Climate Lobby | January 2022 Monthly Meeting,EN,female,adult,white,no,no,neutral,My holiday plans were messed up this year by the complications of the pandemic and the weather,interview,00:00:05.60,test
7s0el6ioho_10,José Aguto | Citizens' Climate Lobby | January 2022 Monthly Meeting,EN,female,adult,white,no,no,happiness,"So jose welcome to the national hall call, we're just so glad to have you",interview,00:00:04.00,train
7s0el6ioho_11,José Aguto | Citizens' Climate Lobby | January 2022 Monthly Meeting,EN,male,adult,hispanic,no,no,happiness,And thank you for your inspiring opening remarks,interview,00:00:02.52,train
7s0el6ioho_13,José Aguto | Citizens' Climate Lobby | January 2022 Monthly Meeting,EN,male,adult,hispanic,no,no,happiness,So thank you for that,interview,00:00:02.00,train
7s0el6ioho_14,José Aguto | Citizens' Climate Lobby | January 2022 Monthly Meeting,EN,male,adult,hispanic,no,no,neutral,"And we are also under the leadership as you know of, of the pope who is currently pope francis",interview,00:00:06.00,train
7s0el6ioho_15,José Aguto | Citizens' Climate Lobby | January 2022 Monthly Meeting,EN,male,adult,hispanic,no,no,neutral,And in the united states there are 70 million catholics,interview,00:00:04.00,train
7s0el6ioho_18,José Aguto | Citizens' Climate Lobby | January 2022 Monthly Meeting,EN,male,adult,hispanic,no,no,neutral,We're working across the country with other catholic institutions,interview,00:00:04.00,train
7s0el6ioho_2,José Aguto | Citizens' Climate Lobby | January 2022 Monthly Meeting,EN,female,adult,white,no,no,happiness,I want to thank all of the longtime ccls who've reached out to the challenges of the pandemic to draw in the newer folks that are coming to your chapters and draw them into your circles of friendship i think of,interview,00:00:14.00,train
7s0el6ioho_21,José Aguto | Citizens' Climate Lobby | January 2022 Monthly Meeting,EN,male,adult,hispanic,no,no,neutral,Through our website we are all part of god's plan godsplan.us you can,interview,00:00:04.28,train
7s0el6ioho_22,José Aguto | Citizens' Climate Lobby | January 2022 Monthly Meeting,EN,male,adult,hispanic,no,no,happiness,When you're familiar with the letter of engagement i know you're all professionals about this so you know about that but,interview,00:00:05.56,valid
7s0el6ioho_23,José Aguto | Citizens' Climate Lobby | January 2022 Monthly Meeting,EN,male,adult,hispanic,no,no,happiness,The second partnership that i absolutely am excited to talk about is the one with your catholic action teams ccl's catholic action team,interview,00:00:08.60,valid
7s0el6ioho_24,José Aguto | Citizens' Climate Lobby | January 2022 Monthly Meeting,EN,male,adult,hispanic,no,no,happiness,I'm so absolutely delighted to have partnered with steve until have leverage and andy and to leverage their particular advocacy that they did on their own,interview,00:00:11.00,valid
7s0el6ioho_25,José Aguto | Citizens' Climate Lobby | January 2022 Monthly Meeting,EN,male,adult,hispanic,no,no,neutral,Advocacy and so with that i will close and thank,interview,00:00:03.00,test
7s0el6ioho_26,José Aguto | Citizens' Climate Lobby | January 2022 Monthly Meeting,EN,female,adult,white,no,no,happiness,And of course we always love hearing about the collaboration that you had with our catholic action team,interview,00:00:07.00,train
